participant,condition,timestamp,interval_s
Participant_15,Stationary,528.72,26.910000000000025
Participant_15,Stationary,570.6,41.879999999999995
Participant_16,Moving,295.66,17.760000000000048
Participant_16,Moving,351.01,55.349999999999966
Participant_16,Moving,363.19,12.180000000000007
Participant_16,Moving,391.17,27.980000000000018
Participant_16,Moving,402.01,10.839999999999975
Participant_16,Moving,432.1,30.090000000000032
Participant_16,Moving,448.58,16.47999999999996
Participant_16,Moving,475.01,26.430000000000007
Participant_16,Moving,488.59,13.579999999999984
Participant_16,Moving,505.41,16.82000000000005
Participant_16,Moving,539.0,33.589999999999975
Participant_16,Moving,568.54,29.539999999999964
Participant_16,Moving,582.01,13.470000000000027
Participant_16,Moving,611.6,29.590000000000032
Participant_16,Moving,627.73,16.129999999999995
Participant_16,Moving,650.15,22.41999999999996
Participant_16,Moving,687.41,37.25999999999999
Participant_16,Moving,698.34,10.930000000000064
Participant_16,Moving,716.67,18.329999999999927
Participant_16,Moving,737.0,20.33000000000004
Participant_16,SemiStationary,604.47,23.0
Participant_16,SemiStationary,612.21,7.740000000000009
Participant_16,SemiStationary,633.9,21.68999999999994
Participant_16,SemiStationary,642.81,8.909999999999968
Participant_16,SemiStationary,654.41,11.600000000000023
Participant_16,SemiStationary,668.12,13.710000000000036
Participant_16,SemiStationary,693.98,25.860000000000014
Participant_16,SemiStationary,705.6,11.620000000000005
Participant_16,SemiStationary,714.49,8.889999999999986
Participant_16,SemiStationary,729.88,15.389999999999986
Participant_16,SemiStationary,769.81,39.92999999999995
Participant_16,SemiStationary,788.28,18.470000000000027
Participant_16,SemiStationary,799.57,11.290000000000077
Participant_16,SemiStationary,840.61,41.039999999999964
Participant_16,SemiStationary,862.61,22.0
Participant_16,SemiStationary,874.2,11.590000000000032
Participant_16,SemiStationary,932.01,57.809999999999945
Participant_16,SemiStationary,947.85,15.840000000000032
Participant_16,SemiStationary,962.3,14.449999999999932
Participant_16,SemiStationary,1014.21,51.91000000000008
Participant_16,Stationary,621.71,15.740000000000009
Participant_16,Stationary,647.81,26.09999999999991
Participant_16,Stationary,662.23,14.420000000000073
Participant_16,Stationary,703.57,41.34000000000003
Participant_16,Stationary,777.0,73.42999999999995
