participant,condition,task,timestamp,interval_s
Participant_6,Moving,Controls,1158.76,90.87999999999988
Participant_6,Moving,Controls,1202.75,43.99000000000001
Participant_6,Moving,Controls,1289.24,86.49000000000001
Participant_6,Moving,Controls,1336.33,47.08999999999992
Participant_6,Moving,Key,1026.41,101.21000000000004
Participant_6,Moving,Key,1122.41,96.0
Participant_6,Moving,Key,1187.0,64.58999999999992
Participant_6,Moving,Key,1270.81,83.80999999999995
Participant_6,Moving,Key,1321.21,50.40000000000009
Participant_6,Moving,Key,1364.6,43.38999999999987
Participant_6,Moving,Visual,945.05,65.88
Participant_6,Moving,Visual,1049.58,104.52999999999997
Participant_6,Moving,Visual,1142.55,92.97000000000003
Participant_6,Moving,Visual,1222.44,79.8900000000001
Participant_6,Moving,Visual,1304.07,81.62999999999988
Participant_6,Moving,Visual,1346.67,42.600000000000136
Participant_6,SemiStationary,Controls,370.3,42.85000000000002
Participant_6,SemiStationary,Controls,480.55,110.25
Participant_6,SemiStationary,Controls,507.5,26.94999999999999
Participant_6,SemiStationary,Controls,538.74,31.24000000000001
Participant_6,SemiStationary,Controls,582.44,43.700000000000045
Participant_6,SemiStationary,Controls,624.11,41.66999999999996
Participant_6,SemiStationary,Key,416.21,81.19999999999999
Participant_6,SemiStationary,Key,447.01,30.80000000000001
Participant_6,SemiStationary,Key,522.81,75.79999999999995
Participant_6,SemiStationary,Key,562.2,39.3900000000001
Participant_6,SemiStationary,Key,593.6,31.399999999999977
Participant_6,SemiStationary,Key,627.0,33.39999999999998
Participant_6,SemiStationary,Visual,397.31,43.49000000000001
Participant_6,SemiStationary,Visual,434.5,37.19
Participant_6,SemiStationary,Visual,494.55,60.05000000000001
Participant_6,SemiStationary,Visual,558.76,64.20999999999998
Participant_6,SemiStationary,Visual,597.55,38.789999999999964
Participant_6,SemiStationary,Visual,611.16,13.610000000000014
Participant_6,Stationary,Controls,835.71,39.48000000000002
Participant_6,Stationary,Controls,877.16,41.44999999999993
Participant_6,Stationary,Controls,932.49,55.33000000000004
Participant_6,Stationary,Controls,956.28,23.789999999999964
Participant_6,Stationary,Controls,991.01,34.73000000000002
Participant_6,Stationary,Controls,1085.9,94.8900000000001
Participant_6,Stationary,Key,853.0,36.99000000000001
Participant_6,Stationary,Key,906.0,53.0
Participant_6,Stationary,Key,906.21,0.21000000000003638
Participant_6,Stationary,Key,973.41,67.19999999999993
Participant_6,Stationary,Key,1040.81,67.39999999999998
Participant_6,Stationary,Key,1041.0,0.19000000000005457
Participant_6,Stationary,Visual,862.94,83.36000000000001
Participant_6,Stationary,Visual,897.86,34.91999999999996
Participant_6,Stationary,Visual,919.43,21.569999999999936
Participant_6,Stationary,Visual,947.75,28.32000000000005
Participant_6,Stationary,Visual,1007.21,59.460000000000036
Participant_6,Stationary,Visual,1069.5,62.289999999999964
Participant_7,Moving,Controls,380.96,96.0
Participant_7,Moving,Controls,440.77,59.81
Participant_7,Moving,Controls,517.82,77.05000000000007
Participant_7,Moving,Controls,596.24,78.41999999999996
Participant_7,Moving,Controls,642.61,46.370000000000005
Participant_7,Moving,Controls,767.13,124.51999999999998
Participant_7,Moving,Key,420.21,83.40999999999997
Participant_7,Moving,Key,492.2,71.99000000000001
Participant_7,Moving,Key,566.8,74.59999999999997
Participant_7,Moving,Key,633.6,66.80000000000007
Participant_7,Moving,Key,739.21,105.61000000000001
Participant_7,Moving,Key,833.81,94.59999999999991
Participant_7,Moving,Visual,363.55,60.829999999999984
Participant_7,Moving,Visual,458.73,95.18
Participant_7,Moving,Visual,528.15,69.41999999999996
Participant_7,Moving,Visual,580.82,52.67000000000007
Participant_7,Moving,Visual,658.32,77.5
Participant_7,Moving,Visual,754.04,95.71999999999991
Participant_7,SemiStationary,Controls,808.72,27.950000000000045
Participant_7,SemiStationary,Controls,902.57,93.85000000000002
Participant_7,SemiStationary,Controls,945.96,43.389999999999986
Participant_7,SemiStationary,Controls,987.94,41.98000000000002
Participant_7,SemiStationary,Controls,1089.11,101.16999999999985
Participant_7,SemiStationary,Controls,1198.9,109.79000000000019
Participant_7,SemiStationary,Key,867.42,70.20999999999992
Participant_7,SemiStationary,Key,914.6,47.180000000000064
Participant_7,SemiStationary,Key,979.8,65.19999999999993
Participant_7,SemiStationary,Key,1051.0,71.20000000000005
Participant_7,SemiStationary,Key,1169.4,118.40000000000009
Participant_7,SemiStationary,Key,1231.2,61.799999999999955
Participant_7,SemiStationary,Visual,836.23,71.60000000000002
Participant_7,SemiStationary,Visual,880.93,44.69999999999993
Participant_7,SemiStationary,Visual,931.32,50.3900000000001
Participant_7,SemiStationary,Visual,1003.44,72.12
Participant_7,SemiStationary,Visual,1070.08,66.63999999999987
Participant_7,SemiStationary,Visual,1187.33,117.25
Participant_7,Stationary,Controls,209.59,35.370000000000005
Participant_7,Stationary,Controls,293.08,83.48999999999998
Participant_7,Stationary,Controls,323.91,30.83000000000004
Participant_7,Stationary,Controls,396.68,72.76999999999998
Participant_7,Stationary,Controls,453.53,56.849999999999966
Participant_7,Stationary,Controls,500.54,47.01000000000005
Participant_7,Stationary,Key,263.21,62.40999999999997
Participant_7,Stationary,Key,308.81,45.60000000000002
Participant_7,Stationary,Key,364.0,55.19
Participant_7,Stationary,Key,422.81,58.81
Participant_7,Stationary,Key,464.81,42.0
Participant_7,Stationary,Key,496.41,31.600000000000023
Participant_7,Stationary,Visual,227.96,40.23000000000002
Participant_7,Stationary,Visual,281.22,53.26000000000002
Participant_7,Stationary,Visual,341.96,60.73999999999995
Participant_7,Stationary,Visual,382.47,40.51000000000005
Participant_7,Stationary,Visual,437.33,54.85999999999996
Participant_7,Stationary,Visual,488.76,51.43000000000001
Participant_8,Moving,Controls,512.2,92.87000000000006
Participant_8,Moving,Controls,526.94,14.740000000000009
Participant_8,Moving,Controls,600.87,73.92999999999995
Participant_8,Moving,Controls,668.0,67.13
Participant_8,Moving,Controls,706.76,38.75999999999999
Participant_8,Moving,Controls,799.43,92.66999999999996
Participant_8,Moving,Key,496.61,28.80000000000001
Participant_8,Moving,Key,577.6,80.99000000000001
Participant_8,Moving,Key,625.21,47.610000000000014
Participant_8,Moving,Key,695.01,69.79999999999995
Participant_8,Moving,Key,753.81,58.799999999999955
Participant_8,Moving,Key,809.61,55.80000000000007
Participant_8,Moving,Visual,489.08,51.49000000000001
Participant_8,Moving,Visual,558.57,69.49000000000007
Participant_8,Moving,Visual,614.21,55.639999999999986
Participant_8,Moving,Visual,650.5,36.289999999999964
Participant_8,Moving,Visual,732.22,81.72000000000003
Participant_8,Moving,Visual,781.36,49.139999999999986
Participant_8,SemiStationary,Controls,1060.96,82.66000000000008
Participant_8,SemiStationary,Controls,1124.82,63.8599999999999
Participant_8,SemiStationary,Controls,1198.37,73.54999999999995
Participant_8,SemiStationary,Controls,1264.52,66.15000000000009
Participant_8,SemiStationary,Controls,1337.89,73.37000000000012
Participant_8,SemiStationary,Controls,1379.26,41.36999999999989
Participant_8,SemiStationary,Key,1091.21,72.0
Participant_8,SemiStationary,Key,1180.01,88.79999999999995
Participant_8,SemiStationary,Key,1238.01,58.0
Participant_8,SemiStationary,Key,1288.21,50.200000000000045
Participant_8,SemiStationary,Key,1332.81,44.59999999999991
Participant_8,SemiStationary,Key,1404.01,71.20000000000005
Participant_8,SemiStationary,Visual,1040.17,43.04000000000008
Participant_8,SemiStationary,Visual,1109.5,69.32999999999993
Participant_8,SemiStationary,Visual,1218.37,108.86999999999989
Participant_8,SemiStationary,Visual,1249.73,31.360000000000127
Participant_8,SemiStationary,Visual,1318.35,68.61999999999989
Participant_8,SemiStationary,Visual,1355.25,36.90000000000009
Participant_8,Stationary,Controls,307.96,45.56
Participant_8,Stationary,Controls,319.98,12.020000000000039
Participant_8,Stationary,Controls,388.2,68.21999999999997
Participant_8,Stationary,Controls,411.1,22.900000000000034
Participant_8,Stationary,Controls,471.11,60.00999999999999
Participant_8,Stationary,Controls,503.76,32.64999999999998
Participant_8,Stationary,Key,302.81,38.410000000000025
Participant_8,Stationary,Key,360.61,57.80000000000001
Participant_8,Stationary,Key,400.61,40.0
Participant_8,Stationary,Key,423.81,23.19999999999999
Participant_8,Stationary,Key,461.4,37.589999999999975
Participant_8,Stationary,Key,493.2,31.80000000000001
Participant_8,Stationary,Visual,289.95,39.06999999999999
Participant_8,Stationary,Visual,354.76,64.81
Participant_8,Stationary,Visual,371.0,16.24000000000001
Participant_8,Stationary,Visual,431.15,60.14999999999998
Participant_8,Stationary,Visual,454.78,23.629999999999995
Participant_8,Stationary,Visual,487.23,32.450000000000045
Participant_9,Moving,Controls,711.99,80.84000000000003
Participant_9,Moving,Controls,817.98,105.99000000000001
Participant_9,Moving,Controls,881.8,63.819999999999936
Participant_9,Moving,Controls,980.78,98.98000000000002
Participant_9,Moving,Controls,1044.75,63.97000000000003
Participant_9,Moving,Controls,1178.53,133.77999999999997
Participant_9,Moving,Key,789.21,98.21000000000004
Participant_9,Moving,Key,868.61,79.39999999999998
Participant_9,Moving,Key,961.81,93.19999999999993
Participant_9,Moving,Key,1034.01,72.20000000000005
Participant_9,Moving,Key,1103.8,69.78999999999996
Participant_9,Moving,Key,1248.81,145.01
Participant_9,Moving,Visual,733.04,111.25999999999999
Participant_9,Moving,Visual,806.65,73.61000000000001
Participant_9,Moving,Visual,902.47,95.82000000000005
Participant_9,Moving,Visual,1001.2,98.73000000000002
Participant_9,Moving,Visual,1071.24,70.03999999999996
Participant_9,Moving,Visual,1121.19,49.950000000000045
Participant_9,SemiStationary,Controls,373.29,34.04000000000002
Participant_9,SemiStationary,Controls,446.21,72.91999999999996
Participant_9,SemiStationary,Controls,500.14,53.93000000000001
Participant_9,SemiStationary,Controls,545.87,45.73000000000002
Participant_9,SemiStationary,Controls,594.17,48.299999999999955
Participant_9,SemiStationary,Controls,610.06,15.889999999999986
Participant_9,SemiStationary,Key,417.41,62.610000000000014
Participant_9,SemiStationary,Key,489.6,72.19
Participant_9,SemiStationary,Key,531.81,42.20999999999992
Participant_9,SemiStationary,Key,553.21,21.40000000000009
Participant_9,SemiStationary,Key,591.81,38.59999999999991
Participant_9,SemiStationary,Key,637.61,45.80000000000007
Participant_9,SemiStationary,Visual,393.76,66.05000000000001
Participant_9,SemiStationary,Visual,435.65,41.889999999999986
Participant_9,SemiStationary,Visual,514.42,78.76999999999998
Participant_9,SemiStationary,Visual,559.9,45.48000000000002
Participant_9,SemiStationary,Visual,575.8,15.899999999999977
Participant_9,SemiStationary,Visual,627.11,51.31000000000006
Participant_9,Stationary,Controls,329.47,28.02000000000004
Participant_9,Stationary,Controls,401.46,71.98999999999995
Participant_9,Stationary,Controls,440.14,38.68000000000001
Participant_9,Stationary,Controls,453.72,13.580000000000041
Participant_9,Stationary,Controls,488.94,35.21999999999997
Participant_9,Stationary,Controls,538.06,49.11999999999995
Participant_9,Stationary,Key,366.61,55.80000000000001
Participant_9,Stationary,Key,408.01,41.39999999999998
Participant_9,Stationary,Key,433.6,25.590000000000032
Participant_9,Stationary,Key,475.61,42.00999999999999
Participant_9,Stationary,Key,500.8,25.189999999999998
Participant_9,Stationary,Key,537.41,36.60999999999996
Participant_9,Stationary,Visual,348.04,32.84000000000003
Participant_9,Stationary,Visual,412.93,64.88999999999999
Participant_9,Stationary,Visual,423.73,10.800000000000011
Participant_9,Stationary,Visual,467.14,43.40999999999997
Participant_9,Stationary,Visual,508.22,41.08000000000004
Participant_9,Stationary,Visual,521.37,13.149999999999977
