participant,condition,task,event_type,coordinate_system,correct,timestamp,duration
Participant_8,Stationary,Controls,TaskCompletion,World,True,319.98,4.62
Participant_8,Stationary,Visual,TaskCompletion,World,True,354.76,25.07
Participant_8,Stationary,Key,TaskCompletion,World,True,360.61,30.92
Participant_8,Stationary,Visual,TaskCompletion,World,True,371.0,3.14
Participant_8,Stationary,Controls,TaskCompletion,World,True,388.2,4.06
Participant_8,Stationary,Key,TaskCompletion,World,True,400.61,32.75
Participant_8,Stationary,Controls,TaskCompletion,World,True,411.1,3.21
Participant_8,Stationary,Key,TaskCompletion,World,True,423.81,55.95
Participant_8,Stationary,Visual,TaskCompletion,World,True,431.15,7.19
Participant_8,Stationary,Visual,TaskCompletion,World,True,454.78,15.33
Participant_8,Stationary,Key,TaskCompletion,World,True,461.4,21.95
Participant_8,Stationary,Controls,TaskCompletion,World,True,471.11,5.62
Participant_8,Stationary,Visual,TaskCompletion,World,True,487.23,3.58
Participant_8,Stationary,Key,TaskCompletion,World,True,493.2,9.56
Participant_8,Stationary,Controls,TaskCompletion,World,True,503.76,3.64
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,978.3,8.57
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,997.13,10.07
Participant_8,SemiStationary,Controls,Position,LimbRight,,1013.17,1.04
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1019.21,32.15
Participant_8,SemiStationary,Controls,Position,LimbRight,,1026.01,10.75
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1040.17,15.03
Participant_8,SemiStationary,Key,Position,Head,,1048.05,0.52
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1060.96,7.24
Participant_8,SemiStationary,Controls,Position,LimbRight,,1082.95,1.14
Participant_8,SemiStationary,Key,Position,Head,,1082.95,1.14
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1091.21,66.06
Participant_8,SemiStationary,Controls,Position,LimbRight,,1093.92,7.0
Participant_8,SemiStationary,Key,Position,Head,,1104.61,2.78
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1109.5,5.75
Participant_8,SemiStationary,Controls,Position,LimbRight,,1120.15,1.53
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1124.82,8.1
Participant_8,SemiStationary,Controls,Position,LimbRight,,1126.72,4.4
Participant_8,SemiStationary,Controls,Position,LimbRight,,1130.54,1.37
Participant_8,SemiStationary,Controls,Position,LimbRight,,1131.22,0.18
Participant_8,SemiStationary,Controls,Position,LimbRight,,1138.17,5.85
Participant_8,SemiStationary,Controls,Position,LimbRight,,1167.37,0.99
Participant_8,SemiStationary,Controls,Position,LimbRight,,1176.84,0.19
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1180.01,76.26
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1198.37,7.51
Participant_8,SemiStationary,Key,Position,Head,,1208.09,1.7
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1218.37,6.86
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1238.01,26.5
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1249.73,3.69
Participant_8,SemiStationary,Visual,Position,LimbRight,,1253.65,2.24
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1264.52,4.76
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1288.21,42.18
Participant_8,SemiStationary,Controls,Position,LimbRight,,1290.92,3.36
Participant_8,SemiStationary,Visual,Position,LimbRight,,1298.49,8.23
Participant_8,SemiStationary,Visual,Position,LimbRight,,1308.29,3.05
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1318.35,17.11
Participant_8,SemiStationary,Visual,Position,LimbRight,,1319.56,0.38
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1332.81,31.57
Participant_8,SemiStationary,Controls,Position,LimbRight,,1336.53,1.17
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1337.89,5.95
Participant_8,SemiStationary,Visual,TaskCompletion,LimbRight,True,1355.25,11.39
Participant_8,SemiStationary,Controls,TaskCompletion,LimbRight,True,1379.26,9.04
Participant_8,SemiStationary,Visual,Position,LimbRight,,1380.22,7.78
Participant_8,SemiStationary,Key,TaskCompletion,Head,True,1404.01,60.15
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,419.33,4.99
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,437.59,4.83
Participant_8,Moving,Key,TaskCompletion,Torso,True,467.81,35.05
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,489.08,11.75
Participant_8,Moving,Key,TaskCompletion,Torso,True,496.61,19.28
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,512.2,11.46
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,526.94,5.71
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,558.57,23.44
Participant_8,Moving,Key,TaskCompletion,Torso,True,577.6,42.47
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,600.87,9.3
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,614.21,6.34
Participant_8,Moving,Key,TaskCompletion,Torso,True,625.21,17.34
Participant_8,Moving,Key,Position,Torso,,632.06,2.12
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,650.5,18.22
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,668.0,5.92
Participant_8,Moving,Key,TaskCompletion,Torso,True,695.01,62.73
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,706.76,3.33
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,732.22,14.65
Participant_8,Moving,Key,TaskCompletion,Torso,True,753.81,36.25
Participant_8,Moving,Visual,TaskCompletion,LimbRight,True,781.36,16.18
Participant_8,Moving,Controls,TaskCompletion,LimbRight,True,799.43,12.87
Participant_8,Moving,Key,TaskCompletion,Torso,True,809.61,44.43
Participant_9,Stationary,Controls,TaskCompletion,World,True,301.45,4.89
Participant_9,Stationary,Key,TaskCompletion,World,True,310.81,21.98
Participant_9,Stationary,Visual,TaskCompletion,World,True,315.2,3.15
Participant_9,Stationary,Controls,TaskCompletion,World,True,329.47,8.83
Participant_9,Stationary,Visual,TaskCompletion,World,True,348.04,8.97
Participant_9,Stationary,Key,TaskCompletion,World,True,366.61,27.54
Participant_9,Stationary,Controls,TaskCompletion,World,True,401.46,24.28
Participant_9,Stationary,Key,TaskCompletion,World,True,408.01,68.94
Participant_9,Stationary,Visual,TaskCompletion,World,True,412.93,3.9
Participant_9,Stationary,Visual,TaskCompletion,World,True,423.73,4.33
Participant_9,Stationary,Key,TaskCompletion,World,True,433.6,14.21
Participant_9,Stationary,Controls,TaskCompletion,World,True,440.14,2.61
Participant_9,Stationary,Controls,TaskCompletion,World,True,453.72,4.04
Participant_9,Stationary,Visual,TaskCompletion,World,True,467.14,7.8
Participant_9,Stationary,Key,TaskCompletion,World,True,475.61,16.27
Participant_9,Stationary,Controls,TaskCompletion,World,True,488.94,4.31
Participant_9,Stationary,Key,TaskCompletion,World,True,500.8,41.47
Participant_9,Stationary,Visual,TaskCompletion,World,True,508.22,4.96
Participant_9,Stationary,Visual,TaskCompletion,World,True,521.37,6.75
Participant_9,Stationary,Key,TaskCompletion,World,True,537.41,22.79
Participant_9,Stationary,Controls,TaskCompletion,World,True,538.06,3.67
Participant_9,SemiStationary,Visual,Position,World,,311.32,1.79
Participant_9,SemiStationary,Visual,TaskCompletion,World,True,327.71,8.56
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,339.25,3.13
Participant_9,SemiStationary,Key,TaskCompletion,World,True,354.8,35.65
Participant_9,SemiStationary,Visual,AnchorChange,Torso,,361.32,
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,373.29,4.67
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,True,393.76,12.46
Participant_9,SemiStationary,Key,TaskCompletion,World,False,417.41,36.11
Participant_9,SemiStationary,Visual,Position,Torso,,427.66,1.68
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,False,435.65,12.94
Participant_9,SemiStationary,Visual,Position,Torso,,441.87,1.0
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,446.21,5.42
Participant_9,SemiStationary,Controls,Position,LimbLeft,,457.27,14.18
Participant_9,SemiStationary,Key,TaskCompletion,World,True,489.6,66.89
Participant_9,SemiStationary,Controls,Position,LimbLeft,,496.84,1.4
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,500.14,2.65
Participant_9,SemiStationary,Controls,Position,LimbLeft,,504.77,0.4
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,True,514.42,3.99
Participant_9,SemiStationary,Controls,Position,LimbLeft,,525.6,2.43
Participant_9,SemiStationary,Key,TaskCompletion,World,True,531.81,21.37
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,545.87,2.96
Participant_9,SemiStationary,Key,TaskCompletion,World,True,553.21,42.77
Participant_9,SemiStationary,Visual,Position,Torso,,556.28,0.81
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,True,559.9,5.81
Participant_9,SemiStationary,Visual,Position,Torso,,560.76,1.42
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,True,575.8,6.25
Participant_9,SemiStationary,Key,TaskCompletion,World,True,591.81,22.26
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,594.17,4.92
Participant_9,SemiStationary,Controls,TaskCompletion,LimbLeft,True,610.06,8.25
Participant_9,SemiStationary,Controls,Position,LimbLeft,,612.5,0.91
Participant_9,SemiStationary,Controls,Position,LimbLeft,,614.56,0.19
Participant_9,SemiStationary,Visual,TaskCompletion,Torso,True,627.11,3.36
Participant_9,SemiStationary,Controls,Position,LimbLeft,,630.6,3.39
Participant_9,SemiStationary,Key,TaskCompletion,World,False,637.61,13.86
Participant_9,Moving,Visual,Position,Torso,,618.78,2.0
Participant_9,Moving,Visual,TaskCompletion,Torso,True,621.78,6.67
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,631.15,3.5
Participant_9,Moving,Key,Position,World,,655.58,2.68
Participant_9,Moving,Controls,Position,LimbLeft,,656.09,6.47
Participant_9,Moving,Visual,Position,Torso,,670.89,0.82
Participant_9,Moving,Key,TaskCompletion,World,True,691.0,75.9
Participant_9,Moving,Controls,Position,LimbLeft,,695.45,1.29
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,711.99,6.9
Participant_9,Moving,Visual,TaskCompletion,Torso,True,733.04,7.01
Participant_9,Moving,Visual,Position,Torso,,733.28,5.98
Participant_9,Moving,Visual,Position,Torso,,734.93,0.85
Participant_9,Moving,Controls,Position,LimbLeft,,739.11,23.73
Participant_9,Moving,Key,TaskCompletion,World,True,789.21,63.17
Participant_9,Moving,Visual,Position,Torso,,792.53,0.88
Participant_9,Moving,Controls,Position,LimbLeft,,797.35,0.63
Participant_9,Moving,Key,Position,World,,800.44,2.75
Participant_9,Moving,Visual,TaskCompletion,Torso,True,806.65,3.92
Participant_9,Moving,Visual,Position,Torso,,806.7,2.41
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,817.98,5.25
Participant_9,Moving,Visual,Position,Torso,,824.76,1.83
Participant_9,Moving,Key,TaskCompletion,World,True,868.61,65.87
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,881.8,4.91
Participant_9,Moving,Controls,Position,LimbLeft,,886.04,1.19
Participant_9,Moving,Visual,Position,Torso,,897.69,1.43
Participant_9,Moving,Visual,TaskCompletion,Torso,False,902.47,10.35
Participant_9,Moving,Visual,Position,Torso,,902.67,0.94
Participant_9,Moving,Visual,Position,Torso,,906.6,2.79
Participant_9,Moving,Key,Position,World,,918.72,3.85
Participant_9,Moving,Visual,Position,Torso,,920.56,0.68
Participant_9,Moving,Controls,Position,LimbLeft,,926.84,3.15
Participant_9,Moving,Key,Position,World,,929.59,5.86
Participant_9,Moving,Controls,Position,LimbLeft,,929.99,2.19
Participant_9,Moving,Controls,Position,LimbLeft,,936.05,0.21
Participant_9,Moving,Controls,Position,LimbLeft,,942.52,0.62
Participant_9,Moving,Controls,Position,LimbLeft,,949.46,0.54
Participant_9,Moving,Key,TaskCompletion,World,True,961.81,69.69
Participant_9,Moving,Controls,Position,LimbLeft,,969.17,2.46
Participant_9,Moving,Controls,Position,LimbLeft,,970.85,1.07
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,980.78,4.62
Participant_9,Moving,Visual,Position,Torso,,1000.28,3.14
Participant_9,Moving,Visual,TaskCompletion,Torso,True,1001.2,6.14
Participant_9,Moving,Controls,Position,LimbLeft,,1003.57,0.18
Participant_9,Moving,Key,Position,World,,1010.2,3.65
Participant_9,Moving,Controls,Position,LimbLeft,,1017.9,12.83
Participant_9,Moving,Key,TaskCompletion,World,True,1034.01,38.96
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,1044.75,5.16
Participant_9,Moving,Controls,Position,LimbLeft,,1047.28,1.2
Participant_9,Moving,Controls,Position,LimbLeft,,1050.65,1.93
Participant_9,Moving,Controls,Position,LimbLeft,,1052.67,1.24
Participant_9,Moving,Visual,Position,Torso,,1064.84,1.43
Participant_9,Moving,Visual,TaskCompletion,Torso,True,1071.24,11.64
Participant_9,Moving,Visual,Position,Torso,,1072.36,0.72
Participant_9,Moving,Controls,Position,LimbLeft,,1074.43,0.67
Participant_9,Moving,Key,Position,World,,1093.11,6.36
Participant_9,Moving,Controls,Position,LimbLeft,,1093.12,7.04
Participant_9,Moving,Key,TaskCompletion,World,True,1103.8,44.2
Participant_9,Moving,Controls,Position,LimbLeft,,1109.86,1.25
Participant_9,Moving,Visual,Position,Torso,,1111.77,0.61
Participant_9,Moving,Visual,TaskCompletion,Torso,True,1121.19,8.6
Participant_9,Moving,Visual,Position,Torso,,1121.77,5.5
Participant_9,Moving,Visual,Position,Torso,,1122.86,0.47
Participant_9,Moving,Visual,Position,Torso,,1172.6,0.93
Participant_9,Moving,Controls,TaskCompletion,LimbLeft,True,1178.53,49.48
Participant_9,Moving,Visual,Position,Torso,,1193.36,0.56
Participant_9,Moving,Visual,Position,Torso,,1238.11,0.51
Participant_9,Moving,Key,TaskCompletion,World,True,1248.81,136.21
