participant,condition,task,event_type,coordinate_system,correct,timestamp,duration
Participant_1,Stationary,Visual,TaskCompletion,World,True,79.09,6.31
Participant_1,Stationary,Key,TaskCompletion,World,True,81.41,8.64
Participant_1,Stationary,Controls,TaskCompletion,World,True,96.47,0.24
Participant_1,Stationary,Controls,TaskCompletion,World,True,115.54,4.67
Participant_1,Stationary,Key,TaskCompletion,World,True,125.8,53.03
Participant_1,Stationary,Visual,TaskCompletion,World,True,143.93,11.72
Participant_1,Stationary,Visual,TaskCompletion,World,True,166.73,6.6
Participant_1,Stationary,Controls,TaskCompletion,World,True,168.82,7.28
Participant_1,Stationary,Key,TaskCompletion,World,True,179.21,19.08
Participant_1,Stationary,Controls,TaskCompletion,World,True,184.09,2.49
Participant_1,Stationary,Controls,TaskCompletion,World,True,187.65,3.08
Participant_1,Stationary,Controls,TaskCompletion,World,True,200.77,2.57
Participant_1,Stationary,Visual,TaskCompletion,World,True,203.31,0.67
Participant_1,Stationary,Key,TaskCompletion,World,True,208.2,5.56
Participant_1,Stationary,Visual,TaskCompletion,World,True,231.62,12.94
Participant_1,Stationary,Controls,TaskCompletion,World,True,233.12,9.33
Participant_1,Stationary,Key,TaskCompletion,World,True,242.41,23.74
Participant_1,Stationary,Controls,TaskCompletion,World,True,259.09,2.56
Participant_1,Stationary,Controls,Position,World,,262.66,0.79
Participant_1,Stationary,Visual,TaskCompletion,World,True,274.93,24.19
Participant_1,Stationary,Visual,TaskCompletion,World,False,286.22,8.18
Participant_1,Stationary,Key,TaskCompletion,World,True,301.6,23.57
Participant_1,Stationary,Visual,TaskCompletion,World,True,326.62,12.62
Participant_1,Stationary,Key,TaskCompletion,World,True,328.01,14.02
Participant_1,Stationary,Controls,TaskCompletion,World,True,343.71,3.24
Participant_1,Stationary,Key,TaskCompletion,World,False,343.81,29.82
Participant_1,Stationary,Controls,TaskCompletion,World,True,349.55,5.62
Participant_1,Stationary,Visual,TaskCompletion,World,True,366.39,7.5
Participant_1,Stationary,Controls,TaskCompletion,World,True,386.58,4.31
Participant_1,Stationary,Key,TaskCompletion,World,True,398.6,39.71
Participant_1,Stationary,Controls,TaskCompletion,World,True,399.96,3.06
Participant_1,Stationary,Controls,Position,World,,405.06,1.14
Participant_1,Stationary,Visual,Position,World,,408.16,0.51
Participant_1,Stationary,Visual,Position,World,,410.34,0.74
Participant_1,Stationary,Visual,TaskCompletion,World,True,423.42,5.08
Participant_1,Stationary,Controls,TaskCompletion,World,True,445.0,4.33
Participant_1,Stationary,Key,TaskCompletion,World,True,470.21,13.35
Participant_1,Stationary,Visual,TaskCompletion,World,True,476.23,19.37
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,118.56,16.85
Participant_1,SemiStationary,Key,TaskCompletion,World,True,128.8,27.1
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,151.49,16.85
Participant_1,SemiStationary,Visual,TaskCompletion,Head,False,179.51,12.89
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,209.53,10.35
Participant_1,SemiStationary,Key,TaskCompletion,World,True,223.81,57.19
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,240.25,3.36
Participant_1,SemiStationary,Key,TaskCompletion,World,True,257.81,5.64
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,258.57,6.4
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,282.48,7.6
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,292.41,17.4
Participant_1,SemiStationary,Key,TaskCompletion,World,True,310.61,35.59
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,312.08,6.15
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,328.26,5.29
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,332.84,5.93
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,353.02,6.06
Participant_1,SemiStationary,Key,TaskCompletion,World,True,374.81,27.85
Participant_1,SemiStationary,Key,TaskCompletion,World,True,395.61,48.65
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,398.1,12.72
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,422.65,7.33
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,441.75,6.74
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,449.86,8.22
Participant_1,SemiStationary,Key,TaskCompletion,World,True,472.81,37.8
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,475.7,16.75
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,503.7,13.81
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,525.17,5.68
Participant_1,SemiStationary,Key,TaskCompletion,World,True,531.21,41.32
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,548.6,4.08
Participant_1,SemiStationary,Key,TaskCompletion,World,True,557.8,67.91
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,582.05,17.16
Participant_1,SemiStationary,Key,TaskCompletion,World,True,602.81,37.93
Participant_1,SemiStationary,Controls,Position,LimbLeft,,607.23,1.1
Participant_1,SemiStationary,Controls,Position,LimbLeft,,610.56,0.64
Participant_1,SemiStationary,Controls,TaskCompletion,LimbLeft,True,611.62,10.39
Participant_1,SemiStationary,Controls,Position,LimbLeft,,614.71,2.19
Participant_1,SemiStationary,Visual,TaskCompletion,Head,True,634.81,9.03
Participant_1,Moving,Controls,TaskCompletion,Torso,True,578.31,3.81
Participant_1,Moving,Visual,TaskCompletion,Head,True,602.66,11.59
Participant_1,Moving,Key,TaskCompletion,Head,True,620.0,28.93
Participant_1,Moving,Controls,TaskCompletion,Torso,True,637.75,7.31
Participant_1,Moving,Key,TaskCompletion,Head,False,659.6,3.78
Participant_1,Moving,Visual,TaskCompletion,Head,True,671.84,16.01
Participant_1,Moving,Controls,TaskCompletion,Torso,True,696.71,8.08
Participant_1,Moving,Key,TaskCompletion,Head,True,702.61,46.79
Participant_1,Moving,Visual,TaskCompletion,Head,True,721.85,13.2
Participant_1,Moving,Key,TaskCompletion,Head,True,752.0,13.58
Participant_1,Moving,Controls,TaskCompletion,Torso,True,754.13,12.86
Participant_1,Moving,Visual,TaskCompletion,Head,True,759.92,21.5
Participant_1,Moving,Controls,TaskCompletion,Torso,True,781.92,4.64
Participant_1,Moving,Key,TaskCompletion,Head,True,808.81,12.1
Participant_1,Moving,Visual,TaskCompletion,Head,True,811.35,14.64
Participant_1,Moving,Controls,TaskCompletion,Torso,True,826.29,2.96
Participant_1,Moving,Controls,TaskCompletion,Torso,True,834.3,4.67
Participant_1,Moving,Controls,TaskCompletion,Torso,True,846.89,3.61
Participant_1,Moving,Controls,Position,Torso,,849.69,1.69
Participant_1,Moving,Visual,TaskCompletion,Head,True,861.29,0.51
Participant_1,Moving,Key,TaskCompletion,Head,True,883.8,23.02
Participant_1,Moving,Controls,TaskCompletion,Torso,True,905.54,4.97
Participant_1,Moving,Visual,TaskCompletion,Head,True,922.57,5.3
Participant_1,Moving,Key,TaskCompletion,Head,False,927.01,9.75
Participant_1,Moving,Controls,Position,Torso,,937.18,1.31
Participant_1,Moving,Controls,Position,Torso,,939.64,0.72
Participant_1,Moving,Controls,TaskCompletion,Torso,True,951.18,6.39
Participant_1,Moving,Visual,TaskCompletion,Head,False,976.61,7.74
Participant_1,Moving,Key,TaskCompletion,Head,True,991.61,22.74
Participant_1,Moving,Controls,TaskCompletion,Torso,True,1009.48,7.03
Participant_1,Moving,Visual,TaskCompletion,Head,True,1047.83,19.48
Participant_1,Moving,Key,TaskCompletion,Head,True,1050.01,21.66
Participant_1,Moving,Visual,TaskCompletion,Head,True,1073.56,13.03
Participant_1,Moving,Controls,TaskCompletion,Torso,True,1096.77,7.33
Participant_1,Moving,Key,TaskCompletion,Head,True,1104.2,43.67
Participant_10,Stationary,Controls,TaskCompletion,World,True,97.56,4.52
Participant_10,Stationary,Visual,TaskCompletion,World,True,113.17,8.35
Participant_10,Stationary,Key,TaskCompletion,World,False,115.61,10.79
Participant_10,Stationary,Controls,TaskCompletion,World,True,128.78,2.22
Participant_10,Stationary,Key,TaskCompletion,World,False,142.4,0.18
Participant_10,Stationary,Visual,TaskCompletion,World,False,157.8,15.58
Participant_10,Stationary,Visual,TaskCompletion,World,True,185.35,13.11
Participant_10,Stationary,Controls,TaskCompletion,World,True,198.75,3.93
Participant_10,Stationary,Key,TaskCompletion,World,True,202.21,29.97
Participant_10,Stationary,Key,TaskCompletion,World,True,217.81,0.85
Participant_10,Stationary,Visual,TaskCompletion,World,True,221.43,4.47
Participant_10,Stationary,Controls,TaskCompletion,World,True,239.07,9.71
Participant_10,Stationary,Visual,TaskCompletion,World,True,259.0,13.4
Participant_10,Stationary,Controls,TaskCompletion,World,True,270.26,4.46
Participant_10,Stationary,Key,TaskCompletion,World,True,288.81,43.22
Participant_10,Stationary,Visual,TaskCompletion,World,True,304.67,9.4
Participant_10,Stationary,Key,TaskCompletion,World,True,315.81,20.54
Participant_10,Stationary,Controls,TaskCompletion,World,True,331.97,13.18
Participant_10,Stationary,Visual,TaskCompletion,World,True,349.92,5.35
Participant_10,Stationary,Key,TaskCompletion,World,True,362.81,18.25
Participant_10,Stationary,Controls,TaskCompletion,World,True,369.94,8.99
Participant_10,SemiStationary,Visual,Position,Torso,,335.08,2.22
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,336.45,3.51
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,338.75,2.27
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,351.88,5.48
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,364.0,17.6
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,389.9,13.89
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,399.8,23.79
Participant_10,SemiStationary,Visual,Position,Torso,,404.64,0.78
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,408.36,5.38
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,429.76,13.26
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,442.52,5.71
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,467.0,50.51
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,485.82,6.04
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,495.4,78.91
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,501.32,3.1
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,516.7,2.99
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,False,539.02,16.22
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,559.41,36.61
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,583.74,14.01
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,596.82,7.86
Participant_10,SemiStationary,Key,TaskCompletion,Head,True,613.8,44.08
Participant_10,SemiStationary,Controls,TaskCompletion,Head,True,623.65,3.21
Participant_10,SemiStationary,Visual,TaskCompletion,Torso,True,642.5,12.25
Participant_10,SemiStationary,Key,TaskCompletion,Head,False,689.4,59.14
Participant_10,Moving,Controls,Position,Head,,986.15,1.12
Participant_10,Moving,Controls,TaskCompletion,Head,True,986.97,6.58
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,True,1006.9,10.76
Participant_10,Moving,Key,TaskCompletion,Head,True,1034.01,37.87
Participant_10,Moving,Controls,TaskCompletion,Head,True,1054.03,9.55
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,False,1064.33,4.83
Participant_10,Moving,Key,TaskCompletion,Head,True,1105.81,46.31
Participant_10,Moving,Controls,TaskCompletion,Head,True,1122.37,4.1
Participant_10,Moving,Key,TaskCompletion,Head,True,1129.41,1.31
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,True,1133.46,5.36
Participant_10,Moving,Controls,TaskCompletion,Head,True,1152.74,5.97
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,False,1172.94,10.25
Participant_10,Moving,Key,TaskCompletion,Head,False,1182.01,19.32
Participant_10,Moving,Controls,TaskCompletion,Head,True,1194.23,2.58
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,True,1207.19,4.96
Participant_10,Moving,Key,TaskCompletion,Head,True,1223.01,20.77
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,True,1239.13,9.5
Participant_10,Moving,Controls,Position,Head,,1241.34,0.57
Participant_10,Moving,Key,TaskCompletion,Head,True,1260.21,30.58
Participant_10,Moving,Controls,Position,Head,,1262.25,0.86
Participant_10,Moving,Controls,Position,Head,,1262.85,0.4
Participant_10,Moving,Controls,Position,Head,,1282.69,1.18
Participant_10,Moving,Controls,TaskCompletion,Head,True,1286.05,34.97
Participant_10,Moving,Visual,TaskCompletion,LimbLeft,False,1303.05,10.32
Participant_10,Moving,Controls,TaskCompletion,Head,True,1316.44,3.81
Participant_10,Moving,Key,TaskCompletion,Head,True,1347.81,55.08
Participant_11,Stationary,Key,TaskCompletion,World,True,478.81,16.1
Participant_11,Stationary,Visual,TaskCompletion,World,True,489.99,27.28
Participant_11,Stationary,Controls,TaskCompletion,World,True,520.34,22.48
Participant_11,Stationary,Key,TaskCompletion,World,True,562.0,27.0
Participant_11,Stationary,Visual,TaskCompletion,World,True,572.52,37.51
Participant_11,Stationary,Controls,TaskCompletion,World,True,581.95,3.78
Participant_11,Stationary,Controls,TaskCompletion,World,True,595.75,1.81
Participant_11,Stationary,Visual,TaskCompletion,World,True,619.38,10.46
Participant_11,Stationary,Key,TaskCompletion,World,True,673.01,64.09
Participant_11,Stationary,Visual,TaskCompletion,World,True,697.79,14.84
Participant_11,Stationary,Controls,TaskCompletion,World,True,712.99,3.04
Participant_11,Stationary,Key,TaskCompletion,World,True,744.81,61.87
Participant_11,Stationary,Visual,TaskCompletion,World,True,760.66,7.69
Participant_11,Stationary,Controls,Position,World,,782.7,0.77
Participant_11,Stationary,Controls,TaskCompletion,World,True,783.61,13.78
Participant_11,Stationary,Key,TaskCompletion,World,True,815.61,62.65
Participant_11,Stationary,Visual,TaskCompletion,World,True,843.91,15.1
Participant_11,Stationary,Controls,TaskCompletion,World,True,861.99,6.53
Participant_11,Stationary,Key,TaskCompletion,World,True,876.01,47.2
Participant_11,Stationary,Controls,TaskCompletion,World,True,895.54,13.14
Participant_11,Stationary,Visual,TaskCompletion,World,True,922.49,13.06
Participant_11,Stationary,Key,TaskCompletion,World,True,946.6,37.17
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,582.5,5.68
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,604.21,9.26
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,628.01,33.05
Participant_11,SemiStationary,Controls,Position,LimbLeft,,641.82,0.65
Participant_11,SemiStationary,Controls,Position,LimbLeft,,642.46,0.22
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,643.25,5.36
Participant_11,SemiStationary,Visual,TaskCompletion,Head,False,664.32,10.55
Participant_11,SemiStationary,Key,TaskCompletion,Head,False,692.8,39.04
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,706.57,8.65
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,724.89,5.29
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,754.4,56.49
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,766.46,3.94
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,776.72,4.5
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,799.61,37.09
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,814.37,4.28
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,833.2,10.27
Participant_11,SemiStationary,Controls,Position,LimbLeft,,836.86,26.83
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,845.41,22.48
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,860.24,3.15
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,878.42,9.04
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,898.4,29.03
Participant_11,SemiStationary,Visual,TaskCompletion,Head,True,911.8,4.6
Participant_11,SemiStationary,Controls,TaskCompletion,LimbLeft,True,927.09,7.71
Participant_11,SemiStationary,Key,Position,Head,,947.78,1.28
Participant_11,SemiStationary,Controls,Position,LimbLeft,,954.07,0.96
Participant_11,SemiStationary,Key,TaskCompletion,Head,True,962.21,55.01
Participant_11,Moving,Controls,Position,LimbLeft,,447.88,0.25
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,449.54,4.72
Participant_11,Moving,Visual,TaskCompletion,Head,True,462.8,6.0
Participant_11,Moving,Key,TaskCompletion,Head,True,530.8,74.0
Participant_11,Moving,Visual,TaskCompletion,Head,True,547.83,7.12
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,568.87,8.0
Participant_11,Moving,Key,TaskCompletion,Head,True,595.4,54.7
Participant_11,Moving,Controls,Position,LimbLeft,,612.14,0.67
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,615.56,6.39
Participant_11,Moving,Controls,Position,LimbLeft,,618.97,1.03
Participant_11,Moving,Visual,TaskCompletion,Head,True,642.74,12.36
Participant_11,Moving,Key,TaskCompletion,Head,True,672.0,41.62
Participant_11,Moving,Visual,TaskCompletion,Head,True,681.63,4.58
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,692.74,5.92
Participant_11,Moving,Key,TaskCompletion,Head,True,730.01,52.96
Participant_11,Moving,Key,TaskCompletion,Head,False,730.21,53.16
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,744.3,8.4
Participant_11,Moving,Visual,TaskCompletion,Head,False,773.15,14.01
Participant_11,Moving,Controls,Position,LimbLeft,,774.3,18.09
Participant_11,Moving,Controls,Position,LimbLeft,,779.6,4.01
Participant_11,Moving,Controls,Position,LimbLeft,,780.69,0.72
Participant_11,Moving,Visual,TaskCompletion,Head,True,792.35,12.43
Participant_11,Moving,Controls,Position,LimbLeft,,794.04,0.92
Participant_11,Moving,Controls,Position,LimbLeft,,794.95,0.54
Participant_11,Moving,Controls,Position,LimbLeft,,797.18,0.26
Participant_11,Moving,Controls,Position,LimbLeft,,800.84,1.03
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,801.97,2.71
Participant_11,Moving,Controls,Position,LimbLeft,,823.94,1.96
Participant_11,Moving,Key,TaskCompletion,Head,True,870.41,90.49
Participant_11,Moving,Controls,TaskCompletion,LimbLeft,True,884.06,5.17
Participant_11,Moving,Controls,AnchorChange,LimbLeft,,889.18,
Participant_11,Moving,Controls,Position,LimbLeft,,891.56,1.44
Participant_11,Moving,Visual,TaskCompletion,Head,True,902.64,7.51
Participant_11,Moving,Key,TaskCompletion,Head,True,926.01,30.88
Participant_12,Stationary,Controls,TaskCompletion,World,True,512.08,8.43
Participant_12,Stationary,Visual,TaskCompletion,World,True,533.79,8.96
Participant_12,Stationary,Key,TaskCompletion,World,True,568.4,43.57
Participant_12,Stationary,Visual,TaskCompletion,World,True,592.83,12.8
Participant_12,Stationary,Controls,TaskCompletion,World,True,603.43,3.1
Participant_12,Stationary,Key,TaskCompletion,World,True,617.61,37.58
Participant_12,Stationary,Controls,TaskCompletion,World,True,630.15,4.58
Participant_12,Stationary,Visual,TaskCompletion,World,True,648.2,3.85
Participant_12,Stationary,Key,TaskCompletion,World,True,655.01,10.65
Participant_12,Stationary,Visual,TaskCompletion,World,True,678.13,11.15
Participant_12,Stationary,Controls,Position,World,,688.71,1.07
Participant_12,Stationary,Controls,TaskCompletion,World,True,690.17,5.71
Participant_12,Stationary,Key,TaskCompletion,World,True,706.01,39.03
Participant_12,Stationary,Controls,TaskCompletion,World,True,722.37,5.19
Participant_12,Stationary,Visual,TaskCompletion,World,True,736.03,3.8
Participant_12,Stationary,Key,TaskCompletion,World,True,747.6,15.38
Participant_12,Stationary,Controls,TaskCompletion,World,True,763.92,7.75
Participant_12,Stationary,Visual,TaskCompletion,World,True,776.0,6.25
Participant_12,Stationary,Key,TaskCompletion,World,True,780.61,10.86
Participant_12,Stationary,Visual,TaskCompletion,World,True,791.14,5.43
Participant_12,Stationary,Key,TaskCompletion,World,True,803.4,17.69
Participant_12,Stationary,Controls,TaskCompletion,World,True,807.37,5.9
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,380.17,3.58
Participant_12,SemiStationary,Key,TaskCompletion,World,True,392.61,28.47
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,398.68,5.94
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,411.24,5.14
Participant_12,SemiStationary,Controls,Position,Torso,,426.49,0.73
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,428.59,7.3
Participant_12,SemiStationary,Key,TaskCompletion,World,True,441.81,35.7
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,455.14,2.39
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,467.85,6.0
Participant_12,SemiStationary,Key,TaskCompletion,World,True,485.61,23.76
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,495.83,5.18
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,514.7,4.06
Participant_12,SemiStationary,Controls,Position,Torso,,516.05,0.65
Participant_12,SemiStationary,Key,TaskCompletion,World,True,529.41,38.76
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,550.01,13.07
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,566.6,5.63
Participant_12,SemiStationary,Controls,Position,Torso,,568.74,2.14
Participant_12,SemiStationary,Controls,Position,Torso,,570.85,1.46
Participant_12,SemiStationary,Key,TaskCompletion,World,True,581.61,44.67
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,607.21,14.59
Participant_12,SemiStationary,Key,TaskCompletion,World,True,622.6,29.98
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,624.17,3.33
Participant_12,SemiStationary,Visual,TaskCompletion,Torso,True,646.69,8.52
Participant_12,SemiStationary,Controls,TaskCompletion,Torso,True,666.11,4.51
Participant_12,SemiStationary,Visual,Position,Torso,,671.38,1.89
Participant_12,SemiStationary,Key,TaskCompletion,World,True,696.21,58.04
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,607.26,8.38
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,624.97,6.31
Participant_12,Moving,Key,TaskCompletion,Torso,True,641.2,42.32
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,666.32,14.25
Participant_12,Moving,Controls,Position,LimbRight,,683.24,2.78
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,708.71,29.95
Participant_12,Moving,Key,TaskCompletion,Torso,True,713.41,61.33
Participant_12,Moving,Controls,Position,LimbRight,,762.44,1.63
Participant_12,Moving,Controls,Position,LimbRight,,764.5,0.9
Participant_12,Moving,Controls,Position,LimbRight,,765.69,0.89
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,768.38,45.72
Participant_12,Moving,Controls,Position,LimbRight,,771.47,1.99
Participant_12,Moving,Controls,Position,LimbRight,,774.15,1.72
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,798.16,20.61
Participant_12,Moving,Key,TaskCompletion,Torso,True,812.61,35.05
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,831.68,4.42
Participant_12,Moving,Key,TaskCompletion,Torso,True,841.42,4.59
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,844.3,7.47
Participant_12,Moving,Visual,Position,LimbLeft,,854.3,1.81
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,859.05,3.5
Participant_12,Moving,Key,TaskCompletion,Torso,True,872.2,35.37
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,882.92,9.1
Participant_12,Moving,Visual,Position,LimbLeft,,889.21,1.71
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,901.27,11.49
Participant_12,Moving,Controls,Position,LimbRight,,911.55,1.36
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,913.16,4.74
Participant_12,Moving,Key,TaskCompletion,Torso,True,945.41,55.62
Participant_12,Moving,Visual,TaskCompletion,LimbLeft,True,960.71,4.01
Participant_12,Moving,Controls,TaskCompletion,LimbRight,True,970.07,3.26
Participant_12,Moving,Key,TaskCompletion,Torso,True,991.0,34.3
Participant_13,Stationary,Visual,TaskCompletion,World,True,206.61,20.58
Participant_13,Stationary,Controls,TaskCompletion,World,True,219.47,2.33
Participant_13,Stationary,Key,TaskCompletion,World,True,242.21,56.18
Participant_13,Stationary,Visual,TaskCompletion,World,True,259.91,7.03
Participant_13,Stationary,Controls,TaskCompletion,World,True,272.87,2.93
Participant_13,Stationary,Key,TaskCompletion,World,True,283.21,30.32
Participant_13,Stationary,Controls,TaskCompletion,World,True,294.91,3.26
Participant_13,Stationary,Key,TaskCompletion,World,True,304.01,0.75
Participant_13,Stationary,Visual,TaskCompletion,World,True,318.81,15.55
Participant_13,Stationary,Key,TaskCompletion,World,True,337.01,4.26
Participant_13,Stationary,Visual,TaskCompletion,World,True,342.56,9.82
Participant_13,Stationary,Controls,TaskCompletion,World,True,357.63,2.51
Participant_13,Stationary,Controls,TaskCompletion,World,True,370.23,4.21
Participant_13,Stationary,Key,TaskCompletion,World,False,386.41,5.25
Participant_13,Stationary,Visual,TaskCompletion,World,True,400.02,18.86
Participant_13,Stationary,Visual,TaskCompletion,World,True,426.72,12.53
Participant_13,Stationary,Controls,Position,World,,430.25,2.43
Participant_13,Stationary,Controls,TaskCompletion,World,True,437.04,4.08
Participant_13,Stationary,Key,TaskCompletion,World,True,458.81,44.61
Participant_13,Stationary,Controls,TaskCompletion,World,True,475.82,8.65
Participant_13,Stationary,Visual,TaskCompletion,World,True,494.68,6.18
Participant_13,Stationary,Key,TaskCompletion,World,True,513.01,24.51
Participant_13,SemiStationary,Visual,TaskCompletion,Head,False,1226.39,17.04
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1243.77,6.25
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1290.61,81.26
Participant_13,SemiStationary,Visual,TaskCompletion,Head,False,1310.36,9.04
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1331.09,6.42
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1392.61,91.29
Participant_13,SemiStationary,Visual,TaskCompletion,Head,True,1409.44,5.87
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1426.83,3.53
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1481.61,78.04
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1499.55,9.43
Participant_13,SemiStationary,Visual,TaskCompletion,Head,True,1516.57,5.6
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1571.81,60.84
Participant_13,SemiStationary,Key,Position,Torso,,1579.63,2.15
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1591.43,6.54
Participant_13,SemiStationary,Visual,TaskCompletion,Head,True,1604.51,7.68
Participant_13,SemiStationary,Key,Position,Torso,,1628.63,0.65
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1635.01,38.18
Participant_13,SemiStationary,Visual,TaskCompletion,Head,True,1654.85,5.83
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1670.39,2.74
Participant_13,SemiStationary,Visual,Position,Head,,1672.77,8.4
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1717.61,68.59
Participant_13,SemiStationary,Controls,TaskCompletion,Head,True,1729.84,4.46
Participant_13,SemiStationary,Visual,TaskCompletion,Head,False,1751.49,12.03
Participant_13,SemiStationary,Visual,Position,Head,,1763.06,0.65
Participant_13,SemiStationary,Key,TaskCompletion,Torso,True,1776.21,36.75
Participant_13,Moving,Visual,TaskCompletion,Torso,True,267.75,3.33
Participant_13,Moving,Controls,TaskCompletion,Torso,True,282.22,6.31
