num_participants,age_mean,age_std,age_min,age_max,xr_experience_mean,xr_experience_std,videogame_experience_mean,videogame_experience_std
19,36.526315789473685,10.971520815540933,23.0,60.0,1.5263157894736843,0.8411910241920598,4.052631578947368,1.985326287499427
